"","Year","Cause","Age","Female","Male"
"2420",1997,15,95+,0,0
"2420",1997,15,UNK,0,0
"2420",1998,1,Total,396,435
"2420",1998,1,0,29,23
"2420",1998,1,1,0,3
"2420",1998,1,2,1,0
"2420",1998,1,3,2,3
"2420",1998,1,4,0,2
"2420",1998,1,5 - 9,2,4
"2420",1998,1,10 - 14,1,3
"2420",1998,1,15 - 19,5,2
"2420",1998,1,20 - 24,10,11
"2420",1998,1,25 - 29,7,11
"2420",1998,1,30 - 34,4,20
"2420",1998,1,35 - 39,10,18
"2420",1998,1,40 - 44,8,25
"2420",1998,1,45 - 49,12,10
"2420",1998,1,50 - 54,9,20
"2420",1998,1,55 - 59,15,14
"2420",1998,1,60 - 64,22,28
"2420",1998,1,65 - 69,31,43
"2420",1998,1,70 - 74,52,53
"2420",1998,1,75 - 79,36,50
"2420",1998,1,80 - 84,57,31
"2420",1998,1,85 - 89,80,59
"2420",1998,1,90 - 94,0,0
"2420",1998,1,95+,0,0
"2420",1998,1,UNK,3,2
"2420",1998,2,Total,3,8
"2420",1998,2,0,1,0
"2420",1998,2,1,0,0
"2420",1998,2,2,0,0
"2420",1998,2,3,0,0
"2420",1998,2,4,0,0
"2420",1998,2,5 - 9,0,0
"2420",1998,2,10 - 14,0,0
"2420",1998,2,15 - 19,0,0
"2420",1998,2,20 - 24,0,0
"2420",1998,2,25 - 29,0,0
"2420",1998,2,30 - 34,0,0
"2420",1998,2,35 - 39,0,0
"2420",1998,2,40 - 44,0,1
"2420",1998,2,45 - 49,0,0
"2420",1998,2,50 - 54,1,0
"2420",1998,2,55 - 59,0,0
"2420",1998,2,60 - 64,0,1
"2420",1998,2,65 - 69,0,1
"2420",1998,2,70 - 74,0,3
"2420",1998,2,75 - 79,0,1
"2420",1998,2,80 - 84,1,0
"2420",1998,2,85 - 89,0,1
"2420",1998,2,90 - 94,0,0
"2420",1998,2,95+,0,0
"2420",1998,2,UNK,0,0
"2420",1998,3,Total,46,70
"2420",1998,3,0,0,0
"2420",1998,3,1,0,0
"2420",1998,3,2,0,0
"2420",1998,3,3,0,0
"2420",1998,3,4,0,0
"2420",1998,3,5 - 9,0,1
"2420",1998,3,10 - 14,0,0
"2420",1998,3,15 - 19,2,0
"2420",1998,3,20 - 24,2,3
"2420",1998,3,25 - 29,1,0
"2420",1998,3,30 - 34,0,1
"2420",1998,3,35 - 39,3,3
"2420",1998,3,40 - 44,1,3
"2420",1998,3,45 - 49,0,1
"2420",1998,3,50 - 54,5,5
"2420",1998,3,55 - 59,2,0
"2420",1998,3,60 - 64,4,7
"2420",1998,3,65 - 69,5,9
"2420",1998,3,70 - 74,5,15
"2420",1998,3,75 - 79,3,6
"2420",1998,3,80 - 84,5,5
"2420",1998,3,85 - 89,8,11
"2420",1998,3,90 - 94,0,0
"2420",1998,3,95+,0,0
"2420",1998,3,UNK,0,0
"2420",1998,4,Total,168,129
"2420",1998,4,0,0,2
"2420",1998,4,1,0,0
"2420",1998,4,2,0,0
"2420",1998,4,3,1,0
"2420",1998,4,4,0,0
"2420",1998,4,5 - 9,0,0
"2420",1998,4,10 - 14,0,1
"2420",1998,4,15 - 19,0,0
"2420",1998,4,20 - 24,0,2
"2420",1998,4,25 - 29,1,0
"2420",1998,4,30 - 34,1,3
"2420",1998,4,35 - 39,3,2
"2420",1998,4,40 - 44,0,4
"2420",1998,4,45 - 49,4,3
"2420",1998,4,50 - 54,2,4
"2420",1998,4,55 - 59,8,3
"2420",1998,4,60 - 64,11,9
"2420",1998,4,65 - 69,11,17
"2420",1998,4,70 - 74,26,21
"2420",1998,4,75 - 79,22,21
"2420",1998,4,80 - 84,29,9
"2420",1998,4,85 - 89,47,27
"2420",1998,4,90 - 94,0,0
"2420",1998,4,95+,0,0
"2420",1998,4,UNK,2,1
"2420",1998,5,Total,7,6
"2420",1998,5,0,0,0
"2420",1998,5,1,0,0
"2420",1998,5,2,0,0
"2420",1998,5,3,0,0
"2420",1998,5,4,0,0
"2420",1998,5,5 - 9,0,0
"2420",1998,5,10 - 14,0,0
"2420",1998,5,15 - 19,0,0
"2420",1998,5,20 - 24,1,0
"2420",1998,5,25 - 29,0,0
"2420",1998,5,30 - 34,0,0
"2420",1998,5,35 - 39,0,0
"2420",1998,5,40 - 44,0,1
"2420",1998,5,45 - 49,0,0
"2420",1998,5,50 - 54,0,0
"2420",1998,5,55 - 59,0,0
"2420",1998,5,60 - 64,1,1
"2420",1998,5,65 - 69,0,0
"2420",1998,5,70 - 74,0,1
"2420",1998,5,75 - 79,1,0
"2420",1998,5,80 - 84,2,2
"2420",1998,5,85 - 89,2,1
"2420",1998,5,90 - 94,0,0
"2420",1998,5,95+,0,0
"2420",1998,5,UNK,0,0
"2420",1998,6,Total,1,2
"2420",1998,6,0,0,0
"2420",1998,6,1,0,0
"2420",1998,6,2,0,0
"2420",1998,6,3,0,0
"2420",1998,6,4,0,0
"2420",1998,6,5 - 9,0,0
"2420",1998,6,10 - 14,0,0
"2420",1998,6,15 - 19,0,0
"2420",1998,6,20 - 24,0,0
"2420",1998,6,25 - 29,0,0
"2420",1998,6,30 - 34,0,0
"2420",1998,6,35 - 39,0,1
"2420",1998,6,40 - 44,0,0
"2420",1998,6,45 - 49,0,0
"2420",1998,6,50 - 54,0,0
"2420",1998,6,55 - 59,0,0
"2420",1998,6,60 - 64,0,1
"2420",1998,6,65 - 69,0,0
"2420",1998,6,70 - 74,0,0
"2420",1998,6,75 - 79,0,0
"2420",1998,6,80 - 84,0,0
"2420",1998,6,85 - 89,1,0
"2420",1998,6,90 - 94,0,0
"2420",1998,6,95+,0,0
"2420",1998,6,UNK,0,0
"2420",1998,7,Total,0,9
"2420",1998,7,0,0,0
"2420",1998,7,1,0,0
"2420",1998,7,2,0,0
"2420",1998,7,3,0,0
"2420",1998,7,4,0,1
"2420",1998,7,5 - 9,0,1
"2420",1998,7,10 - 14,0,0
"2420",1998,7,15 - 19,0,0
"2420",1998,7,20 - 24,0,0
"2420",1998,7,25 - 29,0,2
"2420",1998,7,30 - 34,0,0
"2420",1998,7,35 - 39,0,1
"2420",1998,7,40 - 44,0,1
"2420",1998,7,45 - 49,0,0
"2420",1998,7,50 - 54,0,0
"2420",1998,7,55 - 59,0,1
"2420",1998,7,60 - 64,0,1
"2420",1998,7,65 - 69,0,0
"2420",1998,7,70 - 74,0,1
"2420",1998,7,75 - 79,0,0
"2420",1998,7,80 - 84,0,0
"2420",1998,7,85 - 89,0,0
"2420",1998,7,90 - 94,0,0
"2420",1998,7,95+,0,0
"2420",1998,7,UNK,0,0
"2420",1998,8,Total,95,65
"2420",1998,8,0,5,0
"2420",1998,8,1,0,1
"2420",1998,8,2,0,0
"2420",1998,8,3,1,0
"2420",1998,8,4,0,0
"2420",1998,8,5 - 9,0,1
"2420",1998,8,10 - 14,0,0
"2420",1998,8,15 - 19,2,0
"2420",1998,8,20 - 24,5,1
"2420",1998,8,25 - 29,3,3
"2420",1998,8,30 - 34,3,9
"2420",1998,8,35 - 39,1,3
"2420",1998,8,40 - 44,4,6
"2420",1998,8,45 - 49,3,1
"2420",1998,8,50 - 54,0,4
"2420",1998,8,55 - 59,2,3
"2420",1998,8,60 - 64,4,3
"2420",1998,8,65 - 69,13,7
"2420",1998,8,70 - 74,16,4
"2420",1998,8,75 - 79,7,7
"2420",1998,8,80 - 84,13,8
"2420",1998,8,85 - 89,13,4
"2420",1998,8,90 - 94,0,0
"2420",1998,8,95+,0,0
"2420",1998,8,UNK,0,0
"2420",1998,9,Total,8,22
"2420",1998,9,0,0,1
"2420",1998,9,1,0,0
"2420",1998,9,2,0,0
"2420",1998,9,3,0,1
"2420",1998,9,4,0,0
"2420",1998,9,5 - 9,0,0
"2420",1998,9,10 - 14,1,0
"2420",1998,9,15 - 19,0,0
"2420",1998,9,20 - 24,0,0
"2420",1998,9,25 - 29,0,1
"2420",1998,9,30 - 34,0,0
"2420",1998,9,35 - 39,0,2
"2420",1998,9,40 - 44,1,3
"2420",1998,9,45 - 49,2,0
"2420",1998,9,50 - 54,0,3
"2420",1998,9,55 - 59,1,1
"2420",1998,9,60 - 64,0,1
"2420",1998,9,65 - 69,0,2
"2420",1998,9,70 - 74,0,4
"2420",1998,9,75 - 79,1,1
"2420",1998,9,80 - 84,0,2
"2420",1998,9,85 - 89,2,0
"2420",1998,9,90 - 94,0,0
"2420",1998,9,95+,0,0
"2420",1998,9,UNK,0,0
"2420",1998,10,Total,5,11
"2420",1998,10,0,0,0
"2420",1998,10,1,0,0
"2420",1998,10,2,0,0
"2420",1998,10,3,0,0
"2420",1998,10,4,0,0
"2420",1998,10,5 - 9,0,0
"2420",1998,10,10 - 14,0,0
"2420",1998,10,15 - 19,0,1
"2420",1998,10,20 - 24,0,0
"2420",1998,10,25 - 29,1,0
"2420",1998,10,30 - 34,0,0
"2420",1998,10,35 - 39,1,0
"2420",1998,10,40 - 44,0,2
"2420",1998,10,45 - 49,0,0
"2420",1998,10,50 - 54,0,0
"2420",1998,10,55 - 59,1,0
"2420",1998,10,60 - 64,0,1
"2420",1998,10,65 - 69,0,0
"2420",1998,10,70 - 74,1,0
"2420",1998,10,75 - 79,0,3
"2420",1998,10,80 - 84,1,1
"2420",1998,10,85 - 89,0,3
"2420",1998,10,90 - 94,0,0
"2420",1998,10,95+,0,0
"2420",1998,10,UNK,0,0
"2420",1998,11,Total,18,15
"2420",1998,11,0,17,15
"2420",1998,11,1,0,0
"2420",1998,11,2,0,0
"2420",1998,11,3,0,0
"2420",1998,11,4,0,0
"2420",1998,11,5 - 9,0,0
"2420",1998,11,10 - 14,0,0
"2420",1998,11,15 - 19,1,0
"2420",1998,11,20 - 24,0,0
"2420",1998,11,25 - 29,0,0
"2420",1998,11,30 - 34,0,0
"2420",1998,11,35 - 39,0,0
"2420",1998,11,40 - 44,0,0
"2420",1998,11,45 - 49,0,0
"2420",1998,11,50 - 54,0,0
"2420",1998,11,55 - 59,0,0
"2420",1998,11,60 - 64,0,0
"2420",1998,11,65 - 69,0,0
"2420",1998,11,70 - 74,0,0
"2420",1998,11,75 - 79,0,0
"2420",1998,11,80 - 84,0,0
"2420",1998,11,85 - 89,0,0
"2420",1998,11,90 - 94,0,0
"2420",1998,11,95+,0,0
"2420",1998,11,UNK,0,0
"2420",1998,12,Total,27,36
"2420",1998,12,0,6,3
"2420",1998,12,1,0,1
"2420",1998,12,2,1,0
"2420",1998,12,3,0,0
"2420",1998,12,4,0,0
"2420",1998,12,5 - 9,0,0
"2420",1998,12,10 - 14,0,0
"2420",1998,12,15 - 19,0,0
"2420",1998,12,20 - 24,1,0
"2420",1998,12,25 - 29,0,1
"2420",1998,12,30 - 34,0,0
"2420",1998,12,35 - 39,1,1
"2420",1998,12,40 - 44,1,1
"2420",1998,12,45 - 49,1,1
"2420",1998,12,50 - 54,1,1
"2420",1998,12,55 - 59,0,2
"2420",1998,12,60 - 64,0,0
"2420",1998,12,65 - 69,1,3
"2420",1998,12,70 - 74,3,2
"2420",1998,12,75 - 79,1,6
"2420",1998,12,80 - 84,4,3
"2420",1998,12,85 - 89,5,10
"2420",1998,12,90 - 94,0,0
"2420",1998,12,95+,0,0
"2420",1998,12,UNK,1,1
"2420",1998,13,Total,8,37
"2420",1998,13,0,0,2
"2420",1998,13,1,0,1
"2420",1998,13,2,0,0
"2420",1998,13,3,0,1
"2420",1998,13,4,0,1
"2420",1998,13,5 - 9,1,0
"2420",1998,13,10 - 14,0,2
"2420",1998,13,15 - 19,0,1
"2420",1998,13,20 - 24,1,2
"2420",1998,13,25 - 29,0,3
"2420",1998,13,30 - 34,0,4
"2420",1998,13,35 - 39,0,3
"2420",1998,13,40 - 44,0,0
"2420",1998,13,45 - 49,1,3
"2420",1998,13,50 - 54,0,2
"2420",1998,13,55 - 59,0,4
"2420",1998,13,60 - 64,2,2
"2420",1998,13,65 - 69,0,2
"2420",1998,13,70 - 74,0,0
"2420",1998,13,75 - 79,1,3
"2420",1998,13,80 - 84,1,0
"2420",1998,13,85 - 89,1,1
"2420",1998,13,90 - 94,0,0
"2420",1998,13,95+,0,0
"2420",1998,13,UNK,0,0
"2420",1998,14,Total,4,16
"2420",1998,14,0,0,0
"2420",1998,14,1,0,0
"2420",1998,14,2,0,0
"2420",1998,14,3,0,1
"2420",1998,14,4,0,0
"2420",1998,14,5 - 9,0,0
"2420",1998,14,10 - 14,0,0
"2420",1998,14,15 - 19,0,0
"2420",1998,14,20 - 24,0,3
"2420",1998,14,25 - 29,1,0
"2420",1998,14,30 - 34,0,3
"2420",1998,14,35 - 39,1,2
"2420",1998,14,40 - 44,0,3
"2420",1998,14,45 - 49,1,1
"2420",1998,14,50 - 54,0,0
"2420",1998,14,55 - 59,1,0
"2420",1998,14,60 - 64,0,1
"2420",1998,14,65 - 69,0,1
"2420",1998,14,70 - 74,0,1
"2420",1998,14,75 - 79,0,0
"2420",1998,14,80 - 84,0,0
"2420",1998,14,85 - 89,0,0
"2420",1998,14,90 - 94,0,0
"2420",1998,14,95+,0,0
"2420",1998,14,UNK,0,0
"2420",1998,15,Total,6,9
"2420",1998,15,0,0,0
"2420",1998,15,1,0,0
"2420",1998,15,2,0,0
"2420",1998,15,3,0,0
"2420",1998,15,4,0,0
"2420",1998,15,5 - 9,1,1
"2420",1998,15,10 - 14,0,0
"2420",1998,15,15 - 19,0,0
"2420",1998,15,20 - 24,0,0
"2420",1998,15,25 - 29,0,1
"2420",1998,15,30 - 34,0,0
"2420",1998,15,35 - 39,0,0
"2420",1998,15,40 - 44,1,0
"2420",1998,15,45 - 49,0,0
"2420",1998,15,50 - 54,0,1
"2420",1998,15,55 - 59,0,0
"2420",1998,15,60 - 64,0,0
"2420",1998,15,65 - 69,1,1
"2420",1998,15,70 - 74,1,1
"2420",1998,15,75 - 79,0,2
"2420",1998,15,80 - 84,1,1
"2420",1998,15,85 - 89,1,1
"2420",1998,15,90 - 94,0,0
"2420",1998,15,95+,0,0
"2420",1998,15,UNK,0,0
"2420",1999,1,Total,409,424
"2420",1999,1,0,25,21
"2420",1999,1,1,1,6
"2420",1999,1,2,2,4
"2420",1999,1,3,1,0
"2420",1999,1,4,1,1
"2420",1999,1,5 - 9,3,4
"2420",1999,1,10 - 14,6,6
"2420",1999,1,15 - 19,5,7
"2420",1999,1,20 - 24,4,9
"2420",1999,1,25 - 29,8,6
"2420",1999,1,30 - 34,5,17
"2420",1999,1,35 - 39,8,15
"2420",1999,1,40 - 44,11,16
"2420",1999,1,45 - 49,14,21
"2420",1999,1,50 - 54,14,15
"2420",1999,1,55 - 59,17,25
"2420",1999,1,60 - 64,28,27
"2420",1999,1,65 - 69,36,32
"2420",1999,1,70 - 74,47,37
"2420",1999,1,75 - 79,48,49
"2420",1999,1,80 - 84,47,42
"2420",1999,1,85 - 89,75,62
"2420",1999,1,90 - 94,0,0
"2420",1999,1,95+,0,0
"2420",1999,1,UNK,3,2
"2420",1999,2,Total,8,4
"2420",1999,2,0,0,0
"2420",1999,2,1,1,1
"2420",1999,2,2,0,0
"2420",1999,2,3,0,0
"2420",1999,2,4,0,0
"2420",1999,2,5 - 9,0,0
"2420",1999,2,10 - 14,0,1
"2420",1999,2,15 - 19,0,0
"2420",1999,2,20 - 24,0,0
"2420",1999,2,25 - 29,0,0
"2420",1999,2,30 - 34,0,0
"2420",1999,2,35 - 39,1,0
"2420",1999,2,40 - 44,0,0
"2420",1999,2,45 - 49,0,0
"2420",1999,2,50 - 54,1,0
"2420",1999,2,55 - 59,0,2
"2420",1999,2,60 - 64,0,0
"2420",1999,2,65 - 69,0,0
"2420",1999,2,70 - 74,1,0
"2420",1999,2,75 - 79,2,0
"2420",1999,2,80 - 84,1,0
"2420",1999,2,85 - 89,1,0
"2420",1999,2,90 - 94,0,0
"2420",1999,2,95+,0,0
"2420",1999,2,UNK,0,0
"2420",1999,3,Total,77,78
"2420",1999,3,0,0,0
"2420",1999,3,1,0,0
"2420",1999,3,2,0,0
"2420",1999,3,3,0,0
"2420",1999,3,4,0,0
"2420",1999,3,5 - 9,0,1
"2420",1999,3,10 - 14,2,0
"2420",1999,3,15 - 19,2,0
"2420",1999,3,20 - 24,2,0
"2420",1999,3,25 - 29,1,0
"2420",1999,3,30 - 34,3,1
"2420",1999,3,35 - 39,2,0
"2420",1999,3,40 - 44,6,0
"2420",1999,3,45 - 49,8,7
"2420",1999,3,50 - 54,4,5
"2420",1999,3,55 - 59,4,7
"2420",1999,3,60 - 64,8,7
"2420",1999,3,65 - 69,8,12
"2420",1999,3,70 - 74,9,11
"2420",1999,3,75 - 79,7,10
"2420",1999,3,80 - 84,6,9
"2420",1999,3,85 - 89,5,8
"2420",1999,3,90 - 94,0,0
"2420",1999,3,95+,0,0
"2420",1999,3,UNK,0,0
"2420",1999,4,Total,154,117
"2420",1999,4,0,0,0
"2420",1999,4,1,0,0
"2420",1999,4,2,0,0
"2420",1999,4,3,0,0
"2420",1999,4,4,0,0
"2420",1999,4,5 - 9,0,0
"2420",1999,4,10 - 14,0,1
"2420",1999,4,15 - 19,0,2
"2420",1999,4,20 - 24,0,2
"2420",1999,4,25 - 29,0,0
"2420",1999,4,30 - 34,1,2
"2420",1999,4,35 - 39,3,1
"2420",1999,4,40 - 44,0,5
"2420",1999,4,45 - 49,4,2
"2420",1999,4,50 - 54,3,2
"2420",1999,4,55 - 59,4,6
"2420",1999,4,60 - 64,8,8
"2420",1999,4,65 - 69,16,11
"2420",1999,4,70 - 74,21,14
"2420",1999,4,75 - 79,26,20
"2420",1999,4,80 - 84,25,19
"2420",1999,4,85 - 89,42,22
"2420",1999,4,90 - 94,0,0
"2420",1999,4,95+,0,0
"2420",1999,4,UNK,1,0
"2420",1999,5,Total,5,9
"2420",1999,5,0,1,1
"2420",1999,5,1,0,1
"2420",1999,5,2,0,0
"2420",1999,5,3,0,0
"2420",1999,5,4,0,0
"2420",1999,5,5 - 9,0,0
"2420",1999,5,10 - 14,0,0
"2420",1999,5,15 - 19,0,0
"2420",1999,5,20 - 24,0,0
"2420",1999,5,25 - 29,1,0
"2420",1999,5,30 - 34,0,0
"2420",1999,5,35 - 39,0,0
"2420",1999,5,40 - 44,0,0
"2420",1999,5,45 - 49,0,1
"2420",1999,5,50 - 54,0,0
"2420",1999,5,55 - 59,0,0
"2420",1999,5,60 - 64,0,1
"2420",1999,5,65 - 69,0,0
"2420",1999,5,70 - 74,1,1
"2420",1999,5,75 - 79,0,0
"2420",1999,5,80 - 84,0,2
"2420",1999,5,85 - 89,2,1
"2420",1999,5,90 - 94,0,0
"2420",1999,5,95+,0,0
"2420",1999,5,UNK,0,1
"2420",1999,6,Total,0,0
"2420",1999,6,0,0,0
"2420",1999,6,1,0,0
"2420",1999,6,2,0,0
"2420",1999,6,3,0,0
"2420",1999,6,4,0,0
"2420",1999,6,5 - 9,0,0
"2420",1999,6,10 - 14,0,0
"2420",1999,6,15 - 19,0,0
"2420",1999,6,20 - 24,0,0
"2420",1999,6,25 - 29,0,0
"2420",1999,6,30 - 34,0,0
"2420",1999,6,35 - 39,0,0
"2420",1999,6,40 - 44,0,0
"2420",1999,6,45 - 49,0,0
"2420",1999,6,50 - 54,0,0
"2420",1999,6,55 - 59,0,0
"2420",1999,6,60 - 64,0,0
"2420",1999,6,65 - 69,0,0
"2420",1999,6,70 - 74,0,0
"2420",1999,6,75 - 79,0,0
"2420",1999,6,80 - 84,0,0
"2420",1999,6,85 - 89,0,0
"2420",1999,6,90 - 94,0,0
"2420",1999,6,95+,0,0
"2420",1999,6,UNK,0,0
"2420",1999,7,Total,3,9
"2420",1999,7,0,1,1
"2420",1999,7,1,0,1
"2420",1999,7,2,0,0
"2420",1999,7,3,0,0
"2420",1999,7,4,0,0
"2420",1999,7,5 - 9,0,0
"2420",1999,7,10 - 14,0,0
"2420",1999,7,15 - 19,0,1
"2420",1999,7,20 - 24,0,0
"2420",1999,7,25 - 29,0,0
"2420",1999,7,30 - 34,0,0
"2420",1999,7,35 - 39,0,2
"2420",1999,7,40 - 44,0,1
"2420",1999,7,45 - 49,0,0
"2420",1999,7,50 - 54,1,0
"2420",1999,7,55 - 59,0,0
"2420",1999,7,60 - 64,0,0
"2420",1999,7,65 - 69,0,0
"2420",1999,7,70 - 74,0,1
"2420",1999,7,75 - 79,0,2
"2420",1999,7,80 - 84,1,0
"2420",1999,7,85 - 89,0,0
"2420",1999,7,90 - 94,0,0
"2420",1999,7,95+,0,0
"2420",1999,7,UNK,0,0
"2420",1999,8,Total,70,69
"2420",1999,8,0,1,0
"2420",1999,8,1,0,0
"2420",1999,8,2,0,1
"2420",1999,8,3,0,0
"2420",1999,8,4,0,0
"2420",1999,8,5 - 9,1,0
"2420",1999,8,10 - 14,0,0
"2420",1999,8,15 - 19,2,0
"2420",1999,8,20 - 24,0,3
"2420",1999,8,25 - 29,2,4
"2420",1999,8,30 - 34,1,6
"2420",1999,8,35 - 39,2,6
"2420",1999,8,40 - 44,2,4
"2420",1999,8,45 - 49,2,6
"2420",1999,8,50 - 54,3,2
"2420",1999,8,55 - 59,5,4
"2420",1999,8,60 - 64,8,6
"2420",1999,8,65 - 69,8,2
"2420",1999,8,70 - 74,9,7
"2420",1999,8,75 - 79,6,8
"2420",1999,8,80 - 84,8,0
"2420",1999,8,85 - 89,9,10
"2420",1999,8,90 - 94,0,0
"2420",1999,8,95+,0,0
"2420",1999,8,UNK,1,0
"2420",1999,9,Total,8,18
"2420",1999,9,0,0,0
"2420",1999,9,1,0,0
"2420",1999,9,2,0,0
"2420",1999,9,3,0,0
"2420",1999,9,4,0,0
"2420",1999,9,5 - 9,0,0
"2420",1999,9,10 - 14,1,0
"2420",1999,9,15 - 19,0,0
"2420",1999,9,20 - 24,0,0
"2420",1999,9,25 - 29,0,0
"2420",1999,9,30 - 34,0,2
"2420",1999,9,35 - 39,0,1
"2420",1999,9,40 - 44,0,1
"2420",1999,9,45 - 49,0,3
"2420",1999,9,50 - 54,0,1
"2420",1999,9,55 - 59,0,1
"2420",1999,9,60 - 64,2,3
"2420",1999,9,65 - 69,0,1
"2420",1999,9,70 - 74,0,1
"2420",1999,9,75 - 79,2,0
"2420",1999,9,80 - 84,1,2
"2420",1999,9,85 - 89,2,2
"2420",1999,9,90 - 94,0,0
"2420",1999,9,95+,0,0
"2420",1999,9,UNK,0,0
"2420",1999,10,Total,3,8
"2420",1999,10,0,0,0
"2420",1999,10,1,0,0
"2420",1999,10,2,0,0
"2420",1999,10,3,0,0
"2420",1999,10,4,0,0
"2420",1999,10,5 - 9,0,0
"2420",1999,10,10 - 14,0,0
"2420",1999,10,15 - 19,0,0
"2420",1999,10,20 - 24,0,0
"2420",1999,10,25 - 29,1,0
"2420",1999,10,30 - 34,0,0
"2420",1999,10,35 - 39,0,0
"2420",1999,10,40 - 44,0,0
"2420",1999,10,45 - 49,0,1
"2420",1999,10,50 - 54,1,1
"2420",1999,10,55 - 59,0,0
"2420",1999,10,60 - 64,0,0
"2420",1999,10,65 - 69,1,0
"2420",1999,10,70 - 74,0,0
"2420",1999,10,75 - 79,0,2
"2420",1999,10,80 - 84,0,2
"2420",1999,10,85 - 89,0,2
"2420",1999,10,90 - 94,0,0
"2420",1999,10,95+,0,0
"2420",1999,10,UNK,0,0
"2420",1999,11,Total,24,20
"2420",1999,11,0,21,16
"2420",1999,11,1,0,2
"2420",1999,11,2,0,1
"2420",1999,11,3,1,0
"2420",1999,11,4,0,0
"2420",1999,11,5 - 9,0,0
"2420",1999,11,10 - 14,1,0
"2420",1999,11,15 - 19,0,0
"2420",1999,11,20 - 24,0,0
"2420",1999,11,25 - 29,1,0
"2420",1999,11,30 - 34,0,0
"2420",1999,11,35 - 39,0,0
"2420",1999,11,40 - 44,0,1
"2420",1999,11,45 - 49,0,0
"2420",1999,11,50 - 54,0,0
"2420",1999,11,55 - 59,0,0
"2420",1999,11,60 - 64,0,0
"2420",1999,11,65 - 69,0,0
"2420",1999,11,70 - 74,0,0
"2420",1999,11,75 - 79,0,0
"2420",1999,11,80 - 84,0,0
"2420",1999,11,85 - 89,0,0
"2420",1999,11,90 - 94,0,0
"2420",1999,11,95+,0,0
"2420",1999,11,UNK,0,0
"2420",1999,12,Total,32,42
"2420",1999,12,0,1,2
"2420",1999,12,1,0,1
"2420",1999,12,2,1,2
"2420",1999,12,3,0,0
"2420",1999,12,4,0,0
"2420",1999,12,5 - 9,1,0
"2420",1999,12,10 - 14,0,1
"2420",1999,12,15 - 19,0,1
"2420",1999,12,20 - 24,0,0
"2420",1999,12,25 - 29,0,0
"2420",1999,12,30 - 34,0,2
"2420",1999,12,35 - 39,0,1
"2420",1999,12,40 - 44,3,0
"2420",1999,12,45 - 49,0,0
"2420",1999,12,50 - 54,0,1
"2420",1999,12,55 - 59,2,2
"2420",1999,12,60 - 64,1,0
"2420",1999,12,65 - 69,1,4
"2420",1999,12,70 - 74,5,1
"2420",1999,12,75 - 79,3,4
"2420",1999,12,80 - 84,3,5
"2420",1999,12,85 - 89,10,14
"2420",1999,12,90 - 94,0,0
"2420",1999,12,95+,0,0
"2420",1999,12,UNK,1,1
"2420",1999,13,Total,6,28
"2420",1999,13,0,0,1
"2420",1999,13,1,0,0
"2420",1999,13,2,1,0
"2420",1999,13,3,0,0
"2420",1999,13,4,0,0
"2420",1999,13,5 - 9,1,3
"2420",1999,13,10 - 14,1,3
"2420",1999,13,15 - 19,1,2
"2420",1999,13,20 - 24,0,1
"2420",1999,13,25 - 29,0,2
"2420",1999,13,30 - 34,0,3
"2420",1999,13,35 - 39,0,3
"2420",1999,13,40 - 44,0,3
"2420",1999,13,45 - 49,0,0
"2420",1999,13,50 - 54,0,3
"2420",1999,13,55 - 59,0,2
"2420",1999,13,60 - 64,0,2
"2420",1999,13,65 - 69,0,0
"2420",1999,13,70 - 74,1,0
"2420",1999,13,75 - 79,0,0
"2420",1999,13,80 - 84,1,0
"2420",1999,13,85 - 89,0,0
"2420",1999,13,90 - 94,0,0
"2420",1999,13,95+,0,0
"2420",1999,13,UNK,0,0
"2420",1999,14,Total,3,9
"2420",1999,14,0,0,0
"2420",1999,14,1,0,0
"2420",1999,14,2,0,0
"2420",1999,14,3,0,0
"2420",1999,14,4,0,0
"2420",1999,14,5 - 9,0,0
"2420",1999,14,10 - 14,0,0
"2420",1999,14,15 - 19,0,1
"2420",1999,14,20 - 24,1,2
"2420",1999,14,25 - 29,1,0
"2420",1999,14,30 - 34,0,1
"2420",1999,14,35 - 39,0,1
"2420",1999,14,40 - 44,0,1
"2420",1999,14,45 - 49,0,0
"2420",1999,14,50 - 54,0,0
"2420",1999,14,55 - 59,0,1
"2420",1999,14,60 - 64,0,0
"2420",1999,14,65 - 69,0,0
"2420",1999,14,70 - 74,0,0
"2420",1999,14,75 - 79,1,0
"2420",1999,14,80 - 84,0,2
"2420",1999,14,85 - 89,0,0
"2420",1999,14,90 - 94,0,0
"2420",1999,14,95+,0,0
"2420",1999,14,UNK,0,0
"2420",1999,15,Total,16,13
"2420",1999,15,0,0,0
"2420",1999,15,1,0,0
"2420",1999,15,2,0,0
"2420",1999,15,3,0,0
"2420",1999,15,4,1,1
"2420",1999,15,5 - 9,0,0
"2420",1999,15,10 - 14,1,0
"2420",1999,15,15 - 19,0,0
"2420",1999,15,20 - 24,1,1
"2420",1999,15,25 - 29,1,0
"2420",1999,15,30 - 34,0,0
"2420",1999,15,35 - 39,0,0
"2420",1999,15,40 - 44,0,0
"2420",1999,15,45 - 49,0,1
"2420",1999,15,50 - 54,1,0
"2420",1999,15,55 - 59,2,0
"2420",1999,15,60 - 64,1,0
"2420",1999,15,65 - 69,2,2
"2420",1999,15,70 - 74,0,1
"2420",1999,15,75 - 79,1,3
"2420",1999,15,80 - 84,1,1
"2420",1999,15,85 - 89,4,3
"2420",1999,15,90 - 94,0,0
